Gene	GeneName	Chromosome	TSS	Strand	DistanceTSStoORF
TMC1	YOR052C	chr15	427256	-	125
VHS3	YOR054C	chr15	429906	-	142
NOB1	YOR056C	chr15	431598	-	77
SGT1	YOR057W	chr15	432030	+	51
ASE1	YOR058C	chr15	436391	-	151
LPL1	YOR059C	chr15	440188	-	35
SLD7	YOR060C	chr15	441085	-	27
CKA2	YOR061W	chr15	441301	+	128
YOR062C	YOR062C	chr15	443469	-	43
RPL3	YOR063W	chr15	444551	+	22
YNG1	YOR064C	chr15	446626	-	1
CYT1	YOR065W	chr15	447085	+	241
MSA1	YOR066W	chr15	449193	+	115
ALG8	YOR067C	chr15	453375	-	41
VPS5	YOR069W	chr15	453563	+	77
GYP1	YOR070C	chr15	457866	-	174
NRT1	YOR071C	chr15	461617	-	470
SGO1	YOR073W	chr15	464589	+	67
CDC21	YOR074C	chr15	467509	-	35
UFE1	YOR075W	chr15	468066	+	32
SKI7	YOR076C	chr15	471543	-	37
RTS2	YOR077W	chr15	471747	+	38
BUD21	YOR078W	chr15	472573	+	38
ATX2	YOR079C	chr15	474337	-	35
DIA2	YOR080W	chr15	474474	+	6
TGL5	YOR081C	chr15	479100	-	26
WHI5	YOR083W	chr15	479357	+	75
LPX1	YOR084W	chr15	480466	+	20
OST3	YOR085W	chr15	481872	+	60
TCB1	YOR086C	chr15	486871	-	193
YVC1	YOR087W	chr15	487534	+	72
VPS21	YOR089C	chr15	490807	-	80
PTC5	YOR090C	chr15	492865	-	125
TMA46	YOR091W	chr15	493270	+	62
ECM3	YOR092W	chr15	494829	+	197
CMR2	YOR093C	chr15	502380	-	29
ARF3	YOR094W	chr15	502596	+	98
RKI1	YOR095C	chr15	504297	-	70
RPS7A	YOR096W	chr15	505665	+	28
YOR097C	YOR097C	chr15	507466	-	62
NUP1	YOR098C	chr15	511137	-	60
KTR1	YOR099W	chr15	511607	+	117
CRC1	YOR100C	chr15	514205	-	28
RAS1	YOR101W	chr15	515069	+	74
OST2	YOR103C	chr15	516761	-	21
PIN2	YOR104W	chr15	517352	+	189
VAM3	YOR106W	chr15	518926	+	94
RGS2	YOR107W	chr15	520974	+	278
LEU9	YOR108W	chr15	522830	+	78
INP53	YOR109W	chr15	525058	+	101
TFC7	YOR110W	chr15	528739	+	83
YOR111W	YOR111W	chr15	530278	+	32
CEX1	YOR112W	chr15	531316	+	73
AZF1	YOR113W	chr15	533839	+	117
DPI34	YOR114W	chr15	537294	+	151
TRS33	YOR115C	chr15	539391	-	51
RPO31	YOR116C	chr15	544234	-	214
RPT5	YOR117W	chr15	544845	+	59
RTC5	YOR118W	chr15	546573	+	159
RIO1	YOR119C	chr15	550159	-	38
GCY1	YOR120W	chr15	550944	+	45
PFY1	YOR122C	chr15	552803	-	41
LEO1	YOR123C	chr15	554505	-	60
UBP2	YOR124C	chr15	558624	-	107
CAT5	YOR125C	chr15	559650	-	44
IAH1	YOR126C	chr15	560583	-	31
RGA1	YOR127W	chr15	560778	+	267
ADE2	YOR128C	chr15	566105	-	39
AFI1	YOR129C	chr15	569511	-	78
ORT1	YOR130C	chr15	570791	-	109
YOR131C	YOR131C	chr15	572791	-	78
VPS17	YOR132W	chr15	572970	+	80
EFT1	YOR133W	chr15	574935	+	38
BAG7	YOR134W	chr15	578329	+	110
IDH2	YOR136W	chr15	580022	+	103
RUP1	YOR138C	chr15	586264	-	65
SFL1	YOR140W	chr15	586524	+	332
ARP8	YOR141C	chr15	592483	-	21
LSC1	YOR142W	chr15	592735	+	197
THI80	YOR143C	chr15	596774	-	74
ELG1	YOR144C	chr15	599507	-	57
PNO1	YOR145C	chr15	600550	-	21
MDM32	YOR147W	chr15	600940	+	25
SPP2	YOR148C	chr15	603577	-	22
SMP3	YOR149C	chr15	605790	-	44
MRPL23	YOR150W	chr15	606330	+	27
RPB2	YOR151C	chr15	611307	-	278
ATG40	YOR152C	chr15	612810	-	164
PDR5	YOR153W	chr15	614030	+	168
SLP1	YOR154W	chr15	619039	+	48
ISN1	YOR155C	chr15	622359	-	21
NFI1	YOR156C	chr15	625053	-	152
PUP1	YOR157C	chr15	626177	-	65
PET123	YOR158W	chr15	626498	+	27
SME1	YOR159C	chr15	627971	-	44
MTR10	YOR160W	chr15	628132	+	68
PNS1	YOR161C	chr15	633041	-	122
YRR1	YOR162C	chr15	636541	-	188
DDP1	YOR163W	chr15	637065	+	37
GET4	YOR164C	chr15	638734	-	41
SEY1	YOR165W	chr15	638894	+	33
SWT1	YOR166C	chr15	642901	-	38
RPS28A	YOR167C	chr15	643380	-	12
GLN4	YOR168W	chr15	643636	+	28
LCB4	YOR171C	chr15	648313	-	68
YRM1	YOR172W	chr15	648527	+	44
DCS2	YOR173W	chr15	651598	+	27
MED4	YOR174W	chr15	652994	+	114
ALE1	YOR175C	chr15	656113	-	78
HEM15	YOR176W	chr15	656694	+	67
MPC54	YOR177C	chr15	661579	-	40
GAC1	YOR178C	chr15	664952	-	351
SYC1	YOR179C	chr15	666791	-	29
DCI1	YOR180C	chr15	669534	-	16
LAS17	YOR181W	chr15	670211	+	70
RPS30B	YOR182C	chr15	673155	-	20
SER1	YOR184W	chr15	673649	+	50
GSP2	YOR185C	chr15	676506	-	58
TUF1	YOR187W	chr15	678355	+	17
MSB1	YOR188W	chr15	680023	+	86
IES4	YOR189W	chr15	683932	+	34
ULS1	YOR191W	chr15	686731	+	86
PEX27	YOR193W	chr15	704730	+	56
TOA1	YOR194C	chr15	706952	-	69
SLK19	YOR195W	chr15	707136	+	70
LIP5	YOR196C	chr15	711201	-	24
MCA1	YOR197W	chr15	711410	+	16
BFR1	YOR198C	chr15	714584	-	179
MRM1	YOR201C	chr15	716066	-	18
HIS3	YOR202W	chr15	716263	+	23
DED1	YOR204W	chr15	717232	+	19
GEP3	YOR205C	chr15	721582	-	8
NOC2	YOR206W	chr15	721823	+	29
RET1	YOR207C	chr15	727836	-	39
PTP2	YOR208W	chr15	728066	+	199
NPT1	YOR209C	chr15	732217	-	151
RPB10	YOR210W	chr15	732621	+	39
MGM1	YOR211C	chr15	736112	-	203
STE4	YOR212W	chr15	737138	+	111
SAS5	YOR213C	chr15	739728	-	108
AIM41	YOR215C	chr15	741661	-	41
RUD3	YOR216C	chr15	743376	-	59
RFC1	YOR217W	chr15	743552	+	87
RCN2	YOR220W	chr15	749645	+	21
MCT1	YOR221C	chr15	751957	-	61
ODC2	YOR222W	chr15	752640	+	28
DSC3	YOR223W	chr15	754103	+	19
RPB8	YOR224C	chr15	755641	-	36
ISU2	YOR226C	chr15	756444	-	21
HER1	YOR227W	chr15	756962	+	202
MCP1	YOR228C	chr15	762336	-	220
WTM2	YOR229W	chr15	762701	+	47
WTM1	YOR230W	chr15	765080	+	51
MKK1	YOR231W	chr15	766791	+	141
MGE1	YOR232W	chr15	768787	+	117
KIN4	YOR233W	chr15	769970	+	207
RPL33B	YOR234C	chr15	773768	-	32
IRC13	YOR235W	chr15	774438	+	-237
DFR1	YOR236W	chr15	775223	+	14
HES1	YOR237W	chr15	776281	+	44
YOR238W	YOR238W	chr15	778001	+	7
ABP140	YOR239W	chr15	779134	+	54
MET7	YOR241W	chr15	781493	+	-167
PUS7	YOR243C	chr15	786611	-	39
ESA1	YOR244W	chr15	786825	+	37
DGA1	YOR245C	chr15	789694	-	31
ENV9	YOR246C	chr15	791184	-	60
SRL1	YOR247W	chr15	791774	+	233
APC5	YOR249C	chr15	795072	-	10
CLP1	YOR250C	chr15	796681	-	43
TUM1	YOR251C	chr15	797818	-	23
TMA16	YOR252W	chr15	797966	+	32
NAT5	YOR253W	chr15	798689	+	19
SEC63	YOR254C	chr15	801374	-	20
TRE2	YOR256C	chr15	805163	-	149
CDC31	YOR257W	chr15	805305	+	34
HNT3	YOR258W	chr15	805994	+	8
RPT4	YOR259C	chr15	808068	-	29
GCD1	YOR260W	chr15	808264	+	51
RPN8	YOR261C	chr15	811379	-	117
GPN2	YOR262W	chr15	811560	+	63
DSE3	YOR264W	chr15	813139	+	58
RBL2	YOR265W	chr15	814751	+	34
PNT1	YOR266W	chr15	815268	+	86
HRK1	YOR267C	chr15	819609	-	414
PAC1	YOR269W	chr15	820637	+	76
VPH1	YOR270C	chr15	825073	-	171
FSF1	YOR271C	chr15	826430	-	60
YTM1	YOR272W	chr15	827094	+	47
TPO4	YOR273C	chr15	831377	-	618
MOD5	YOR274W	chr15	832002	+	0
RIM20	YOR275C	chr15	835405	-	8
CAF20	YOR276W	chr15	835601	+	60
HEM4	YOR278W	chr15	837140	+	5
RFM1	YOR279C	chr15	839081	-	123
FSH3	YOR280C	chr15	840132	-	12
PLP2	YOR281C	chr15	841485	-	28
YOR283W	YOR283W	chr15	841717	+	64
HUA2	YOR284W	chr15	842759	+	47
RDL1	YOR285W	chr15	843954	+	9
RDL2	YOR286W	chr15	844585	+	23
RRP36	YOR287C	chr15	846189	-	22
MPD1	YOR288C	chr15	847446	-	41
YOR289W	YOR289W	chr15	847693	+	-8
SNF2	YOR290C	chr15	854709	-	123
YPK9	YOR291W	chr15	855360	+	143
YOR292C	YOR292C	chr15	860874	-	-36
RPS10A	YOR293W	chr15	861382	+	44
RRS1	YOR294W	chr15	862622	+	46
UAF30	YOR295W	chr15	863459	+	77
YOR296W	YOR296W	chr15	864433	+	97
TIM18	YOR297C	chr15	869675	-	26
MBF1	YOR298C-A	chr15	872075	-	62
BUD7	YOR299W	chr15	872685	+	78
RAX1	YOR301W	chr15	875275	+	18
CPA1	YOR303W	chr15	876988	+	230
ISW2	YOR304W	chr15	878731	+	102
BIL1	YOR304C-A	chr15	883070	-	1
RRG7	YOR305W	chr15	883264	+	63
SLY41	YOR307C	chr15	888562	-	172
SNU66	YOR308C	chr15	890713	-	28
NOP58	YOR310C	chr15	892686	-	28
DGK1	YOR311C	chr15	894273	-	47
RPL20B	YOR312C	chr15	895539	-	47
SPS4	YOR313C	chr15	897668	-	496
SFG1	YOR315W	chr15	899018	+	40
COT1	YOR316C	chr15	901972	-	119
FAA1	YOR317W	chr15	903612	+	29
HSH49	YOR319W	chr15	907116	+	4
GNT1	YOR320C	chr15	909473	-	81
PMT3	YOR321W	chr15	910294	+	34
LDB19	YOR322C	chr15	915612	-	252
PRO2	YOR323C	chr15	917222	-	19
FRT1	YOR324C	chr15	919485	-	147
MYO2	YOR326W	chr15	919839	+	180
SNC2	YOR327C	chr15	925461	-	82
PDR10	YOR328W	chr15	926276	+	-175
SCD5	YOR329C	chr15	933739	-	92
MIP1	YOR330C	chr15	937694	-	11
VMA4	YOR332W	chr15	937923	+	31
MRS2	YOR334W	chr15	938848	+	31
ALA1	YOR335C	chr15	943498	-	106
KRE5	YOR336W	chr15	944029	+	27
TEA1	YOR337W	chr15	948583	+	28
YOR338W	YOR338W	chr15	951122	+	43
RPA43	YOR340C	chr15	954467	-	18
RPA190	YOR341W	chr15	955147	+	107
YOR342C	YOR342C	chr15	962014	-	122
TYE7	YOR344C	chr15	972468	-	132
REV1	YOR346W	chr15	975932	+	163
PYK2	YOR347C	chr15	980828	-	99
PUT4	YOR348C	chr15	983064	-	15
MNE1	YOR350C	chr15	989158	-	36
TFB6	YOR352W	chr15	991405	+	75
SOG2	YOR353C	chr15	995129	-	34
MSC6	YOR354C	chr15	997506	-	22
GDS1	YOR355W	chr15	999144	+	252
CIR2	YOR356W	chr15	1001453	+	27
SNX3	YOR357C	chr15	1003988	-	17
HAP5	YOR358W	chr15	1004363	+	57
VTS1	YOR359W	chr15	1005354	+	94
PDE2	YOR360C	chr15	1009312	-	232
PRT1	YOR361C	chr15	1011829	-	-82
PRE10	YOR362C	chr15	1013048	-	43
PIP2	YOR363C	chr15	1017494	-	23
SCP1	YOR367W	chr15	1020241	+	25
RAD17	YOR368W	chr15	1021071	+	31
RPS12	YOR369C	chr15	1022952	-	68
MRS6	YOR370C	chr15	1025531	-	278
GPB1	YOR371C	chr15	1028482	-	55
NDD1	YOR372C	chr15	1030786	-	70
NUD1	YOR373W	chr15	1031013	+	66
ALD4	YOR374W	chr15	1034037	+	48
GDH1	YOR375C	chr15	1037355	-	68
ATF1	YOR377W	chr15	1040430	+	41
RDR1	YOR380W	chr15	1045327	+	208
FIT2	YOR382W	chr15	1053759	+	17
FIT3	YOR383C	chr15	1055351	-	51
FRE5	YOR384W	chr15	1055771	+	38
YOR385W	YOR385W	chr15	1059250	+	38
PHR1	YOR386W	chr15	1061070	+	14
FDH1	YOR388C	chr15	1067264	-	96
YOR389W	YOR389W	chr15	1068419	+	39
FEX1	YOR390W	chr15	1070990	+	39
IMD2	YHR216W	chr16	8290	-	222
FEX2	YPL279C	chr16	23198	-	39
SAM3	YPL274W	chr16	31616	+	68
SAM4	YPL273W	chr16	33700	+	132
PBI1	YPL272C	chr16	36928	-	17
ATP15	YPL271W	chr16	38802	+	21
MDL2	YPL270W	chr16	39219	+	7
KAR9	YPL269W	chr16	41745	+	12
PLC1	YPL268W	chr16	43932	+	48
ACM1	YPL267W	chr16	46898	+	15
DIM1	YPL266W	chr16	47821	+	47
DIP5	YPL265W	chr16	49693	+	99
YPL264C	YPL264C	chr16	53116	-	22
KEL3	YPL263C	chr16	55269	-	13
FUM1	YPL262W	chr16	55898	+	182
CUB1	YPL260W	chr16	57957	+	90
APM1	YPL259C	chr16	61428	-	13
CLN2	YPL256C	chr16	75529	-	175
BBP1	YPL255W	chr16	76426	+	39
HFI1	YPL254W	chr16	77995	+	230
YAH1	YPL252C	chr16	82665	-	44
ATG41	YPL250C	chr16	83526	-	67
RPL36B	YPL249C-A	chr16	85006	-	27
GYP5	YPL249C	chr16	88133	-	40
GAL4	YPL248C	chr16	91118	-	22
YPL247C	YPL247C	chr16	92987	-	51
RBD2	YPL246C	chr16	94077	-	40
YPL245W	YPL245W	chr16	94289	+	30
HUT1	YPL244C	chr16	96792	-	26
SRP68	YPL243W	chr16	97160	+	90
IQG1	YPL242C	chr16	103877	-	35
HSP82	YPL240C	chr16	107414	-	56
YAR1	YPL239W	chr16	108139	+	78
SUI3	YPL237W	chr16	109197	+	32
ENV7	YPL236C	chr16	111491	-	56
RVB2	YPL235W	chr16	111862	+	103
VMA11	YPL234C	chr16	114232	-	59
NSL1	YPL233W	chr16	114840	+	65
SSO1	YPL232W	chr16	115845	+	163
FAS2	YPL231W	chr16	117348	+	37
USV1	YPL230W	chr16	123889	+	156
YPL229W	YPL229W	chr16	125780	+	20
CET1	YPL228W	chr16	126972	+	143
ALG5	YPL227C	chr16	130033	-	133
NEW1	YPL226W	chr16	130474	+	26
YPL225W	YPL225W	chr16	134708	+	31
MMT2	YPL224C	chr16	137015	-	194
GRE1	YPL223C	chr16	137920	-	49
FMP40	YPL222W	chr16	138863	+	32
FLC1	YPL221W	chr16	141545	+	231
RPL1A	YPL220W	chr16	144511	+	12
PCL8	YPL219W	chr16	145415	+	68
SAR1	YPL218W	chr16	147369	+	62
BMS1	YPL217C	chr16	151938	-	34
CBP3	YPL215W	chr16	156111	+	29
THI6	YPL214C	chr16	159016	-	101
LEA1	YPL213W	chr16	159302	+	36
PUS1	YPL212C	chr16	161877	-	4
NIP7	YPL211W	chr16	162177	+	42
SRP72	YPL210C	chr16	164955	-	19
IPL1	YPL209C	chr16	166384	-	67
RKM1	YPL208W	chr16	166552	+	14
TYW1	YPL207W	chr16	168560	+	73
PGC1	YPL206C	chr16	172346	-	25
HRR25	YPL204W	chr16	172814	+	186
TPK2	YPL203W	chr16	174818	+	162
AFT2	YPL202C	chr16	178111	-	49
YIG1	YPL201C	chr16	179906	-	27
CSM4	YPL200W	chr16	180157	+	51
YPL199C	YPL199C	chr16	181491	-	12
RPL7B	YPL198W	chr16	181839	+	37
OXR1	YPL196W	chr16	183727	+	40
APL5	YPL195W	chr16	184922	+	25
DDC1	YPL194W	chr16	187948	+	53
RSA1	YPL193W	chr16	190085	+	42
NAB3	YPL190C	chr16	196565	-	116
POS5	YPL188W	chr16	199846	+	16
MF(ALPHA)1	YPL187W	chr16	202040	+	54
UIP4	YPL186C	chr16	203998	-	63
RTC6	YPL183W-A	chr16	207528	+	76
RTT10	YPL183C	chr16	211056	-	11
CTI6	YPL181W	chr16	211809	+	121
TCO89	YPL180W	chr16	213711	+	46
PPQ1	YPL179W	chr16	216497	+	169
CBC2	YPL178W	chr16	220607	+	60
CUP9	YPL177C	chr16	222613	-	142
TRE1	YPL176C	chr16	226899	-	27
SPT14	YPL175W	chr16	227088	+	51
NIP100	YPL174C	chr16	231415	-	133
MRPL40	YPL173W	chr16	231606	+	46
COX10	YPL172C	chr16	234388	-	138
OYE3	YPL171C	chr16	235911	-	31
DAP1	YPL170W	chr16	236770	+	53
MEX67	YPL169C	chr16	239383	-	36
MRX4	YPL168W	chr16	239581	+	145
REV3	YPL167C	chr16	245662	-	46
ATG29	YPL166W	chr16	245816	+	31
MLH3	YPL164C	chr16	250057	-	51
SVS1	YPL163C	chr16	251241	-	32
YPL162C	YPL162C	chr16	252591	-	55
BEM4	YPL161C	chr16	254805	-	76
CDC60	YPL160W	chr16	255432	+	67
PET20	YPL159C	chr16	260281	-	104
AIM44	YPL158C	chr16	262889	-	70
TGS1	YPL157W	chr16	263203	+	120
PRM4	YPL156C	chr16	265336	-	60
KIP2	YPL155C	chr16	267886	-	41
PEP4	YPL154C	chr16	269703	-	263
RRD2	YPL152W	chr16	273475	+	62
PRP46	YPL151C	chr16	276074	-	30
ATG5	YPL149W	chr16	279759	+	60
PPT2	YPL148C	chr16	281423	-	99
PXA1	YPL147W	chr16	281747	+	17
KES1	YPL145C	chr16	288301	-	284
POC4	YPL144W	chr16	288772	+	26
RPL33A	YPL143W	chr16	290411	+	29
FRK1	YPL141C	chr16	294625	-	246
MKK2	YPL140C	chr16	297580	-	228
UME1	YPL139C	chr16	299425	-	56
SPP1	YPL138C	chr16	300800	-	55
GIP3	YPL137C	chr16	305027	-	62
ISU1	YPL135W	chr16	305807	+	64
ODC1	YPL134C	chr16	307841	-	20
RDS2	YPL133C	chr16	309676	-	130
COX11	YPL132W	chr16	309908	+	126
RPL5	YPL131W	chr16	311725	+	-286
TAF14	YPL129W	chr16	313559	+	57
TBF1	YPL128C	chr16	316626	-	87
HHO1	YPL127C	chr16	317957	-	35
NAN1	YPL126W	chr16	318492	+	36
KAP120	YPL125W	chr16	321576	+	130
SPC29	YPL124W	chr16	325042	+	31
RNY1	YPL123C	chr16	327269	-	6
TFB2	YPL122C	chr16	329111	-	26
VPS30	YPL120W	chr16	330373	+	16
DBP1	YPL119C	chr16	334642	-	60
MRP51	YPL118W	chr16	334860	+	86
IDI1	YPL117C	chr16	337147	-	99
HOS3	YPL116W	chr16	337727	+	197
BEM3	YPL115C	chr16	344044	-	240
YPL113C	YPL113C	chr16	345493	-	32
PEX25	YPL112C	chr16	346991	-	53
CAR1	YPL111W	chr16	348216	+	46
MCO76	YPL109C	chr16	355784	-	77
YPL108W	YPL108W	chr16	356779	+	-15
DPC25	YPL107W	chr16	357394	+	43
SSE1	YPL106C	chr16	360638	-	45
SYH1	YPL105C	chr16	363753	-	23
MSD1	YPL104W	chr16	363977	+	41
FMP30	YPL103C	chr16	367760	-	36
ELP4	YPL101W	chr16	368488	+	39
ATG21	YPL100W	chr16	370137	+	53
INA17	YPL099C	chr16	372412	-	26
MGR2	YPL098C	chr16	373102	-	57
MSY1	YPL097W	chr16	373250	+	20
ERI1	YPL096C-A	chr16	375105	-	52
PNG1	YPL096W	chr16	375229	+	16
EEB1	YPL095C	chr16	377792	-	33
SEC62	YPL094C	chr16	378999	-	18
NOG1	YPL093W	chr16	379251	+	45
SSU1	YPL092W	chr16	381967	+	144
GLR1	YPL091W	chr16	383768	+	52
RPS6A	YPL090C	chr16	386786	-	73
RLM1	YPL089C	chr16	389736	-	268
YPL088W	YPL088W	chr16	390269	+	14
YDC1	YPL087W	chr16	391617	+	156
ELP3	YPL086C	chr16	394759	-	68
SEC16	YPL085W	chr16	395175	+	137
BRO1	YPL084W	chr16	402157	+	41
SEN54	YPL083C	chr16	406343	-	78
MOT1	YPL082C	chr16	412386	-	143
RPS9A	YPL081W	chr16	413060	+	41
RPL21B	YPL079W	chr16	414752	+	35
ATP4	YPL078C	chr16	416934	-	39
YPL077C	YPL077C	chr16	418269	-	28
GPI2	YPL076W	chr16	418448	+	146
GCR1	YPL075W	chr16	420332	+	73
YTA6	YPL074W	chr16	423885	+	29
UBP16	YPL072W	chr16	426528	+	135
YPL071C	YPL071C	chr16	428715	-	46
MUK1	YPL070W	chr16	428892	+	207
BTS1	YPL069C	chr16	432075	-	32
YPL068C	YPL068C	chr16	433313	-	66
HTC1	YPL067C	chr16	434049	-	57
RGL1	YPL066W	chr16	434192	+	186
VPS28	YPL065W	chr16	436072	+	0
CWC27	YPL064C	chr16	437792	-	31
TIM50	YPL063W	chr16	437960	+	124
ALD6	YPL061W	chr16	440689	+	44
MFM1	YPL060W	chr16	442425	+	243
GRX5	YPL059W	chr16	452671	+	54
PDR12	YPL058C	chr16	458699	-	176
SUR1	YPL057C	chr16	461311	-	108
LGE1	YPL055C	chr16	463146	-	10
LEE1	YPL054W	chr16	463811	+	94
KTR6	YPL053C	chr16	466682	-	78
OAZ1	YPL052W	chr16	466888	+	57
ARL3	YPL051W	chr16	468098	+	11
MNN9	YPL050C	chr16	470314	-	202
DIG1	YPL049C	chr16	471977	-	4
CAM1	YPL048W	chr16	472509	+	26
SGF11	YPL047W	chr16	474010	+	86
ELC1	YPL046C	chr16	475099	-	22
VPS16	YPL045W	chr16	475291	+	103
NOP4	YPL043W	chr16	478016	+	57
SSN3	YPL042C	chr16	483151	-	254
MRX11	YPL041C	chr16	483937	-	6
ISM1	YPL040C	chr16	487212	-	21
YPL039W	YPL039W	chr16	487390	+	25
MET31	YPL038W	chr16	488688	+	37
EGD1	YPL037C	chr16	490155	-	65
PMA2	YPL036W	chr16	490932	+	100
YPL034W	YPL034W	chr16	494567	+	334
SVL3	YPL032C	chr16	499755	-	202
PHO85	YPL031C	chr16	501257	-	31
TRM44	YPL030W	chr16	501672	+	60
SUV3	YPL029W	chr16	503676	+	19
ERG10	YPL028W	chr16	506221	+	64
SKS1	YPL026C	chr16	510440	-	68
RMI1	YPL024W	chr16	511632	+	53
MET12	YPL023C	chr16	514611	-	131
RAD1	YPL022W	chr16	514784	+	81
ULP1	YPL020C	chr16	522442	-	109
VTC3	YPL019C	chr16	525308	-	135
CTF19	YPL018W	chr16	525790	+	16
IRC15	YPL017C	chr16	528379	-	-9
HST2	YPL015C	chr16	535137	-	56
CIP1	YPL014W	chr16	535716	+	29
MRPS16	YPL013C	chr16	537575	-	27
RRP12	YPL012W	chr16	537801	+	120
TAF3	YPL011C	chr16	542935	-	34
RET3	YPL010W	chr16	543151	+	65
RQC2	YPL009C	chr16	547145	-	23
CHL1	YPL008W	chr16	547325	+	246
TFC8	YPL007C	chr16	552081	-	47
NCR1	YPL006W	chr16	552790	+	27
AEP3	YPL005W	chr16	556649	+	23
LSP1	YPL004C	chr16	559904	-	61
ULA1	YPL003W	chr16	560194	+	12
SNF8	YPL002C	chr16	562545	-	31
HAT1	YPL001W	chr16	562775	+	16
CIT3	YPR001W	chr16	564518	+	45
PDH1	YPR002W	chr16	566558	+	13
YPR003C	YPR003C	chr16	572018	-	64
AIM45	YPR004C	chr16	573241	-	14
HAL1	YPR005C	chr16	574876	-	19
ICL2	YPR006C	chr16	577246	-	64
HAA1	YPR008W	chr16	580892	+	312
SUT2	YPR009W	chr16	584658	+	80
RPA135	YPR010C	chr16	589424	-	42
MIN8	YPR010C-A	chr16	590947	-	44
YPR011C	YPR011C	chr16	592308	-	97
CMR3	YPR013C	chr16	593892	-	138
YPR015C	YPR015C	chr16	599283	-	88
TIF6	YPR016C	chr16	601330	-	92
DSS4	YPR017C	chr16	602112	-	26
RLF2	YPR018W	chr16	602555	+	90
MCM4	YPR019W	chr16	604833	+	86
ATP20	YPR020W	chr16	607990	+	49
AGC1	YPR021C	chr16	611755	-	229
SDD4	YPR022C	chr16	615518	-	37
EAF3	YPR023C	chr16	618240	-	40
YME1	YPR024W	chr16	618466	+	184
CCL1	YPR025C	chr16	622747	-	20
ATH1	YPR026W	chr16	623540	+	1
YOP1	YPR028W	chr16	631647	+	37
APL4	YPR029C	chr16	635161	-	37
CSR2	YPR030W	chr16	636015	+	22
NTO1	YPR031W	chr16	639643	+	29
SRO7	YPR032W	chr16	642230	+	50
HTS1	YPR033C	chr16	647162	-	-14
ARP7	YPR034W	chr16	647630	+	52
GLN1	YPR035W	chr16	650248	+	117
VMA13	YPR036W	chr16	651937	+	56
SPO24	YPR036W-A	chr16	654032	+	75
ERV2	YPR037C	chr16	655245	-	50
TIP41	YPR040W	chr16	655455	+	7
TIF5	YPR041W	chr16	656770	+	91
PUF2	YPR042C	chr16	661937	-	124
RPL43A	YPR043W	chr16	662296	+	21
THP3	YPR045C	chr16	664750	-	58
MCM16	YPR046W	chr16	664934	+	5
MSF1	YPR047W	chr16	665632	+	37
TAH18	YPR048W	chr16	667298	+	24
ATG11	YPR049C	chr16	672891	-	78
MAK3	YPR051W	chr16	673078	+	22
NHP6A	YPR052C	chr16	674142	-	28
SEC8	YPR055W	chr16	675769	+	47
TFB4	YPR056W	chr16	679230	+	36
BRR1	YPR057W	chr16	680630	+	-19
YMC1	YPR058W	chr16	681815	+	76
ARO7	YPR060C	chr16	683803	-	32
JID1	YPR061C	chr16	685069	-	47
FCY1	YPR062W	chr16	685276	+	29
YPR063C	YPR063C	chr16	686492	-	32
ROX1	YPR065W	chr16	687782	+	51
UBA3	YPR066W	chr16	689349	+	4
ISA2	YPR067W	chr16	690314	+	46
HOS1	YPR068C	chr16	692513	-	20
SPE3	YPR069C	chr16	693614	-	37
MED1	YPR070W	chr16	693997	+	41
YPR071W	YPR071W	chr16	696300	+	12
NOT5	YPR072W	chr16	698140	+	107
LTP1	YPR073C	chr16	700620	-	62
TKL1	YPR074C	chr16	703043	-	65
OPY2	YPR075C	chr16	705004	-	59
MRL1	YPR079W	chr16	706899	+	89
TEF1	YPR080W	chr16	708682	+	31
GRS2	YPR081C	chr16	712091	-	3
DIB1	YPR082C	chr16	712782	-	8
MDM36	YPR083W	chr16	712946	+	26
YPR084W	YPR084W	chr16	715005	+	85
ASA1	YPR085C	chr16	718033	-	87
SUA7	YPR086W	chr16	718175	+	44
SRP54	YPR088C	chr16	721182	-	36
YPR089W	YPR089W	chr16	721352	+	41
NVJ2	YPR091C	chr16	726614	-	28
ASR1	YPR093C	chr16	728606	-	64
RDS3	YPR094W	chr16	728708	+	47
SYT1	YPR095C	chr16	733100	-	265
YPR097W	YPR097W	chr16	733276	+	236
TMH18	YPR098C	chr16	737663	-	17
MRPL51	YPR100W	chr16	737889	+	20
SNT309	YPR101W	chr16	738581	+	29
RPL11A	YPR102C	chr16	739895	-	29
PRE2	YPR103W	chr16	740399	+	68
FHL1	YPR104C	chr16	744827	-	276
COG4	YPR105C	chr16	747751	-	64
ISR1	YPR106W	chr16	748123	+	56
YTH1	YPR107C	chr16	750266	-	84
RPN7	YPR108W	chr16	750492	+	80
GLD1	YPR109W	chr16	752715	+	92
RPC40	YPR110C	chr16	754971	-	18
DBF20	YPR111W	chr16	755392	+	32
MRD1	YPR112C	chr16	760089	-	52
PIS1	YPR113W	chr16	760350	+	25
YPR114W	YPR114W	chr16	761338	+	80
RGC1	YPR115W	chr16	762795	+	199
RRG8	YPR116W	chr16	766744	+	21
MRI1	YPR118W	chr16	775858	+	11
CLB5	YPR120C	chr16	783417	-	118
AXL1	YPR122W	chr16	790118	+	44
CTR1	YPR124W	chr16	794153	+	172
YLH47	YPR125W	chr16	795962	+	116
YPR127W	YPR127W	chr16	798155	+	45
ANT1	YPR128C	chr16	800366	-	45
SCD6	YPR129W	chr16	800767	+	37
